chr,start,stop,ID,name,comment
20,23698770,23709447,RC20G005360,SLC9A6,Solute carrier family 9 (sodium hydrogen exchanger)
20,23711046,23714786,RC20G005370,MMGT1,Membrane magnesium transporter 1
20,23717941,23738684,RC20G005380,DDX26B,DEAD H (Asp-Glu-Ala-Asp His) box polypeptide 26B
20,23743969,23745938,RC20G005390,MOSPD1,Motile sperm
20,23748390,23753622,RC20G005400,FAM122B,Family with sequence similarity 122B
20,23758814,23765511,RC20G005410,HPRT1,Belongs to the purine pyrimidine phosphoribosyltransferase family
20,23766998,23773525,RC20G005420,PHF6,PHD finger protein
20,23776719,23781211,RC20G005430,unknown,Calcium binding protein 39
20,23783804,23784721,RC20G005440,unknown,unknown
20,23791052,23913137,RC20G005450,GPC3,Cell surface proteoglycan that bears heparan sulfate
20,23921002,23953340,RC20G005460,GPC4,Cell surface proteoglycan that bears heparan sulfate
20,23957358,23961491,RC20G005470,HS6ST2,6-O-sulfation enzyme which catalyzes the transfer of sulfate from 3'-phosphoadenosine 5'-phosphosulfate (PAPS) to position 6 of the N-sulfoglucosamine residue (GlcNS) of heparan sulfate
20,23963393,23975412,RC20G005480,unknown,unknown
20,23976211,24006475,RC20G005490,MBNL3,Muscleblind-like 3 (Drosophila)
20,24014459,24016858,RC20G005500,RAP2C,RAP2C
20,24019267,24022061,RC20G005510,alg13,Zgc 92907
20,24034483,24052042,RC20G005520,unknown,PA26 p53-induced protein (sestrin)
20,24058466,24060994,RC20G005530,FOXO4,forkhead box
20,24062207,24064810,RC20G005540,unknown,unknown
20,24064812,24070145,RC20G005550,unknown,unknown
20,24070626,24088547,RC20G005560,SLC7A3,Solute carrier family 7 (cationic amino acid transporter
20,24111846,24112973,RC20G005570,unknown,Serine protease 23-like
20,24116184,24123989,RC20G005580,cfl1,Belongs to the actin-binding proteins ADF family
20,24126413,24132819,RC20G005590,ATL3,Atlastin 3
20,24135973,24137964,RC20G005600,unknown,Si ch211-145o7.3
20,24139720,24142327,RC20G005610,YIF1A,Yip1 interacting factor homolog A (S. cerevisiae)
20,24146810,24149838,RC20G005620,FOSL1,FOS-like antigen 1a
20,24156328,24156930,RC20G005630,CCDC85B,Coiled-coil domain containing 85B
20,24160287,24188102,RC20G005640,FIBP,Fibroblast growth factor (acidic) intracellular binding protein
20,24204119,24208126,RC20G005650,NPAS4,Neuronal PAS
20,24218082,24242638,RC20G005660,MRPL11,ribosomal protein L11
20,24247813,24248775,RC20G005670,PFDN6,Prefoldin subunit
20,24253901,24254861,RC20G005680,HES7,Transcription factor
20,24256892,24258051,RC20G005690,unknown,helix loop helix domain
20,24280773,24294789,RC20G005700,MICU3,Mitochondrial uptake family
20,24297611,24310555,RC20G005710,ZDHHC2,Zinc finger
20,24314068,24317187,RC20G005720,CNOT7,CCR4-NOT transcription complex subunit
20,24328827,24342004,RC20G005730,SLC7A2,Solute carrier family 7 (cationic amino acid transporter
20,24345124,24349277,RC20G005740,PDGFRL,Platelet-derived growth factor receptor-like
20,24351559,24375521,RC20G005750,MTUS1,tumor suppressor
20,24375608,24383090,RC20G005760,FGL1,Fibrinogen-like 1
20,24385629,24388886,RC20G005770,ASAH1,N-acylsphingosine amidohydrolase (acid ceramidase)
20,24428628,24442257,RC20G005780,FAT1,FAT tumor suppressor homolog 1a
20,24583655,24593083,RC20G005790,PDLIM3,PDZ and LIM domain
20,24594150,24597618,RC20G005800,C4orf47,Chromosome 4 open reading frame 47
20,24598258,24599114,RC20G005810,ARHGEF4,Rho guanine nucleotide exchange factor
20,24606039,24607449,RC20G005820,TSTD1,Thiosulfate sulfurtransferase (rhodanese)-like
20,24613812,24830632,RC20G005830,TENM2,Teneurin transmembrane protein 2
20,25154119,25154524,RC20G005840,INS,Insulin decreases blood glucose concentration. It increases cell permeability to monosaccharides
20,25155572,25164044,RC20G005850,HMMR,Hyaluronan-mediated motility receptor (RHAMM)
20,25166650,25179996,RC20G005860,STAG2,Stromal antigen
20,25180044,25199699,RC20G005870,XIAP,X-linked inhibitor of apoptosis
20,25218876,25222789,RC20G005880,PSMD10,Proteasome (prosome
20,25225992,25226660,RC20G005890,NXT2,Nuclear transport factor 2-like export factor 2
20,25228291,25236766,RC20G005900,ACSL4,acyl-CoA synthetase long-chain family member
20,25236818,25241337,RC20G005910,PIN4,Peptidyl-prolyl cis-trans isomerase NIMA-interacting
20,25273594,25349396,RC20G005920,MID2,Midline 2
20,25443490,25470595,RC20G005930,TSC22D3,TSC22 domain family
20,25805924,25995221,RC20G005940,PCDH11X,Protocadherin 11 Y-linked
20,26027567,26031564,RC20G005950,unknown,lipid binding
20,26037205,26040853,RC20G005960,unknown,unknown
20,26096338,26127318,RC20G005970,KLHL4,Kelch-like family member 4
20,26131832,26152302,RC20G005980,AHNAK,AHNAK nucleoprotein
20,26154967,26185826,RC20G005990,EEF1G,Eukaryotic translation elongation factor 1 gamma
20,26187552,26189087,RC20G006000,POLR2G,DNA-directed RNA polymerase II subunit RPB7
20,26200179,26200805,RC20G006010,NEUROG1,Neurogenin 1
20,26211616,26214044,RC20G006020,unknown,unknown
20,26214624,26218016,RC20G006030,unknown,DNA binding
20,26243865,26266324,RC20G006040,ARAP3,ArfGAP with RhoGAP domain
20,26280416,26287434,RC20G006050,STARD10,Si dkeyp-110e4.11
20,26306573,26317520,RC20G006060,TGFBI,transforming growth
20,26330689,26339789,RC20G006070,SMAD5,Mothers against decapentaplegic homolog
20,26342835,26348169,RC20G006080,SYVN1,Synovial apoptosis inhibitor 1
20,26349693,26351652,RC20G006090,unknown,G protein-coupled receptor 137
20,26353329,26358849,RC20G006100,pld3,Si dkeyp-110e4.6
20,26360938,26366136,RC20G006110,LMAN2,Lectin
20,26370100,26372126,RC20G006120,TMED9,Transmembrane emp24 protein transport domain containing 9
20,26374632,26378001,RC20G006130,B4GALT7,Xylosylprotein beta 1
20,26384586,26396659,RC20G006140,unknown,Empty spiracles homeobox 3
20,26403755,26433558,RC20G006150,unknown,unknown
20,26442376,26451676,RC20G006160,CCDC69,coiled-coil
20,26458370,26460381,RC20G006170,GM2A,GM2 ganglioside activator
20,26476890,26519996,RC20G006180,FAT2,FAT tumor suppressor homolog 2 (Drosophila)
20,26526630,26534402,RC20G006190,unknown,Melatonin receptor type
20,26542204,26567881,RC20G006200,SLC36A1,Solute carrier family 36 (proton amino acid symporter)
20,26586134,26591770,RC20G006210,SPARC,Secreted acidic cysteine rich glycoprotein
20,26597149,26601915,RC20G006220,G3BP1,GTPase activating protein (SH3 domain) binding protein 1
20,26610246,26656973,RC20G006230,GLRA1,Belongs to the ligand-gated ion channel (TC 1.A.9) family
20,26764737,26769599,RC20G006240,slc25a48,Solute carrier family 25 member
20,26796738,26805594,RC20G006250,CPLX2,Complexin 2
20,26821835,26825479,RC20G006260,THOC3,THO complex
20,26829589,26848857,RC20G006270,unknown,Shootin-1-like
20,26856065,26860965,RC20G006280,SLC26A2,Solute carrier family 26 (sulfate transporter)
20,26915798,27009497,RC20G006290,HTR4,5-hydroxytryptamine (serotonin) receptor 4
20,27049594,27076257,RC20G006300,unknown,Matrin 3-like 1.1
20,27082782,27124105,RC20G006310,PPARGC1B,receptor
20,27159011,27171169,RC20G006320,ARHGEF37,Rho guanine nucleotide exchange factor
20,27208084,27373812,RC20G006330,SLIT3,homolog 3
20,27423487,27428675,RC20G006340,CXCL14,Chemokine (C-X-C motif) ligand 14
20,27429342,27472664,RC20G006350,FAM13B,Family with sequence similarity 13 member B
20,27476753,27479856,RC20G006360,unknown,unknown
20,27488122,27491935,RC20G006370,HNRNPA0,Heterogeneous nuclear ribonucleoprotein
20,27493886,27499074,RC20G006380,DPF2,D4
20,27507958,27509269,RC20G006390,BNIP1,BCL2 adenovirus E1B interacting protein 1a
20,27512175,27514195,RC20G006400,NKX2-5,NK2 transcription factor related 5
20,27525345,27530404,RC20G006410,STC2,Stanniocalcin 2a
20,27583124,27591563,RC20G006420,CPEB4,Cytoplasmic polyadenylation element binding protein 4
20,27595218,27596729,RC20G006430,unknown,unknown
20,27603741,27606085,RC20G006440,MSX2,Muscle segment homeobox
20,27622799,27623881,RC20G006450,drd1,Belongs to the G-protein coupled receptor 1 family
20,27717485,27730201,RC20G006460,KCTD16,Potassium channel tetramerisation domain containing 16a
20,27736018,27755335,RC20G006470,NR3C1,Nuclear receptor subfamily 3
20,27758382,27762745,RC20G006480,FGF1,Plays an important role in the regulation of cell survival
20,27764860,27768840,RC20G006490,NDFIP1,Nedd4 family interacting protein 1
20,27770049,27772883,RC20G006500,GNPDA1,Glucosamine-6-phosphate deaminase 1
20,27774771,27787745,RC20G006510,HSPA4,Belongs to the heat shock protein 70 family
20,27797741,27832250,RC20G006520,MED12,Mediator of RNA polymerase II transcription
20,27834169,27875442,RC20G006530,ABCC5,Multidrug resistance-associated protein 5-like
20,27889892,28039413,RC20G006540,ENOX2,Ecto-NOX disulfide-thiol exchanger
20,28039421,28091564,RC20G006550,unknown,unknown
20,28127269,28166173,RC20G006560,unknown,unknown
20,28166274,28191349,RC20G006570,unknown,unknown
20,28193196,28222138,RC20G006580,SLC4A11,Solute carrier family 4
20,28289385,28338902,RC20G006590,GFRA4,Gdnf family receptor
20,28376568,28383726,RC20G006600,HNRNPUL2,Heterogeneous nuclear ribonucleoprotein U-like
20,28385170,28389598,RC20G006610,NUDT22,Nudix (nucleoside diphosphate linked moiety X)-type motif 22
20,28391167,28393361,RC20G006620,GDF9,Growth differentiation factor 9
20,28406932,28433602,RC20G006630,ATP7A,ATPase
20,28440769,28445928,RC20G006640,FBXL21,F-box and leucine-rich repeat protein 21 (gene pseudogene)
20,28478269,28515815,RC20G006650,GABRB2,Gamma-aminobutyric acid (GABA) A receptor
20,28521566,28530584,RC20G006660,gabra6,Gamma-aminobutyric acid (GABA) A receptor
20,28533059,28541443,RC20G006670,CCNG1,Belongs to the cyclin family
20,28543470,28545111,RC20G006680,GATAD1,GATA zinc finger
20,28546190,28548351,RC20G006690,PMF1,Polyamine-modulated factor
20,28551454,28554362,RC20G006700,MED19,Mediator of RNA polymerase II transcription
20,28558237,28570709,RC20G006710,slc43a1,Solute carrier family 43
20,28590825,28601642,RC20G006720,CLCF1,Cardiotrophin-like cytokine factor 1
20,28603933,28612904,RC20G006730,SSRP1,Component of the FACT complex
20,28633065,28819189,RC20G006740,unknown,coreceptor activity involved in Wnt signaling pathway
20,28823658,29025907,RC20G006750,unknown,isoform X1
20,29027686,29036573,RC20G006760,INTS10,Integrator complex subunit 10
20,29051426,29051725,RC20G006770,unknown,unknown
20,29080561,29081555,RC20G006780,MFAP4,Microfibrillar-associated protein 4
20,29109864,29114415,RC20G006790,UBE2K,Belongs to the ubiquitin-conjugating enzyme family
20,29135242,29156685,RC20G006800,NSUN7,Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family
20,29158039,29173786,RC20G006810,unknown,Amyloid beta A4 precursor protein-binding family B member 2-like
20,29173815,29177142,RC20G006820,unknown,unknown
20,29184632,29191858,RC20G006830,FGF2,fibroblast growth factor
20,29193520,29215467,RC20G006840,NUDT6,Nudix (nucleoside diphosphate linked moiety X)-type motif 6
20,29228030,29231080,RC20G006850,SPRY1,Sprouty protein (Spry)
20,29249236,29249883,RC20G006860,unknown,Tripartite motif containing 47
20,29305871,29309767,RC20G006870,unknown,Tripartite motif containing 47
20,29392418,29398823,RC20G006880,unknown,unknown
20,29455998,29469342,RC20G006890,ANKRD50,ankyrin repeat
20,29557522,29560196,RC20G006900,unknown,unknown
20,29577999,29589495,RC20G006910,unknown,Tripartite motif containing 47
20,29597969,29672363,RC20G006920,FAT4,FAT atypical cadherin 4
20,29744047,29745651,RC20G006930,LEPROTL1,Leptin receptor overlapping transcript-like 1
20,29766168,29793946,RC20G006940,unknown,Tripartite motif containing 47
20,29798479,29812750,RC20G006950,AURKB,Belongs to the protein kinase superfamily
20,29814643,29816478,RC20G006960,unknown,unknown
20,29817818,29833475,RC20G006970,BOD1L1,Biorientation of chromosomes in cell division
20,29841942,29843550,RC20G006980,NKX3-2,NK3 homeobox 2
20,29850085,29859529,RC20G006990,RAB28,RAB28
20,29914721,29916737,RC20G007000,unknown,unknown
20,29933599,29936031,RC20G007010,unknown,unknown
20,29997425,30002816,RC20G007020,WDR1,WD repeat-containing protein 1
20,30003656,30005822,RC20G007030,WDR1,WD repeat domain 1
20,30045457,30054492,RC20G007040,OTOP1,Otopetrin 1
20,30072937,30075952,RC20G007050,LYAR,Ly1 antibody reactive
20,30076653,30080317,RC20G007060,ZBTB49,Zinc finger and BTB
20,30082249,30099987,RC20G007070,STX18,Syntaxin 18
20,30119946,30121844,RC20G007080,MSX1,homeobox
20,30128070,30131503,RC20G007090,CYTL1,Cytokine-like
20,30141792,30163224,RC20G007100,EVC2,Ellis van Creveld syndrome 2
20,30172001,30182247,RC20G007110,COPS6,COP9 signalosome
20,30185234,30202371,RC20G007120,MCM7,MCM7 minichromosome maintenance deficient 7 (S. cerevisiae)
21,22731,23546,RC21G000010,unknown,unknown
21,62452,64084,RC21G000020,unknown,Zinc finger protein
21,67563,83821,RC21G000030,unknown,Alanine aminotransferase
21,103848,195994,RC21G000040,unknown,Tripartite motif containing 47
21,227229,228895,RC21G000050,unknown,Zinc finger protein
21,258066,272875,RC21G000060,RIPK1,Receptor (TNFRSF)-interacting serine-threonine kinase 1
21,287049,297025,RC21G000070,IRF4,Interferon regulatory factor
21,371652,372503,RC21G000080,FOXQ1,Forkhead box
21,376531,378993,RC21G000090,FOXF2,Forkhead box
21,415757,417196,RC21G000100,FOXC1,Forkhead box
21,634797,641903,RC21G000110,MYLK4,Myosin light chain kinase
21,661564,677157,RC21G000120,WRNIP1,Werner helicase interacting protein 1
21,686773,700570,RC21G000130,LAMA3,Laminin
21,716604,785684,RC21G000140,unknown,Calcium channel
21,787331,789719,RC21G000150,POLR2D,Polymerase (RNA) II (DNA directed) polypeptide D
21,792913,804916,RC21G000160,ABCF3,ATP-binding cassette
21,807499,819110,RC21G000170,OSBPL1A,Oxysterol binding protein-like 1A
21,827694,834187,RC21G000180,NLRP12,NACHT
21,848715,859754,RC21G000190,hrh4,Belongs to the G-protein coupled receptor 1 family
21,872562,948870,RC21G000200,ZNF521,Zinc finger protein
21,960220,973873,RC21G000210,SS18,Synovial sarcoma translocation
21,980159,1012475,RC21G000220,DSG2,Component of intercellular desmosome junctions. Involved in the interaction of plaque proteins and intermediate filaments mediating cell-cell adhesion
21,1017106,1034347,RC21G000230,unknown,endocytosis
21,1037330,1055180,RC21G000240,RPE65,Retinal pigment epithelium-specific protein
21,1056906,1065119,RC21G000250,unknown,Helically-extended SH3 domain
21,1065617,1074199,RC21G000260,C8A,Complement component 8
21,1077937,1089230,RC21G000270,C8B,Complement component 8
21,1091666,1107824,RC21G000280,DAB1,Dab
21,1121724,1131959,RC21G000290,PRKACB,Protein kinase
21,1159998,1160816,RC21G000300,unknown,unknown
21,1176613,1243272,RC21G000310,LPHN2,Belongs to the G-protein coupled receptor 2 family
21,1273506,1275988,RC21G000320,EXOSC4,Exosome component 4
21,1278490,1280976,RC21G000330,BCL10,B-cell CLL lymphoma 10
21,1287888,1297763,RC21G000340,MCOLN3,Mucolipin
21,1297830,1311252,RC21G000350,SSX2IP,Synovial sarcoma
21,1313526,1319814,RC21G000360,unknown,Tubulin is the major constituent of microtubules. It binds two moles of GTP
21,1342060,1380335,RC21G000370,SLC22A23,solute carrier family 22 member
21,1387718,1416280,RC21G000380,DSP,Desmoplakin
21,1418949,1420774,RC21G000390,HIGD1A,domain family member 1A
21,1423084,1432073,RC21G000400,CCDC13,Coiled-coil domain containing 13
21,1474683,1547116,RC21G000410,PTH1R,Parathyroid hormone
21,1559444,1563356,RC21G000420,myl3,Myosin light chain
21,1574787,1681826,RC21G000430,CRHR2,Corticotropin releasing hormone receptor 2
21,1732227,1737298,RC21G000440,AQP1,Belongs to the MIP aquaporin (TC 1.A.8) family
21,1746325,1754955,RC21G000450,AQP1,Belongs to the MIP aquaporin (TC 1.A.8) family
21,1770981,1781765,RC21G000460,THOC1,THO complex
21,1782520,1789483,RC21G000470,USP14,Ubiquitin specific protease 14 (tRNA-guanine transglycosylase)
21,1796045,1841948,RC21G000480,ROCK1,Rho-associated
21,1844522,1855124,RC21G000490,EIF2B5,Eukaryotic translation initiation factor 2B
21,1856306,1859073,RC21G000500,unknown,Mitochondrial ubiquitin ligase activator of nfkb 1-A-like
21,1862225,1871786,RC21G000510,SERBP1,SERPINE1 mRNA binding protein 1
21,1889967,1895313,RC21G000520,PIK3R3,regulatory subunit
21,1899922,1908295,RC21G000530,IPP,Intracisternal A particle-promoted polypeptide
21,1910572,1917317,RC21G000540,GUK1,guanylate kinase
21,1926622,1929179,RC21G000550,arf1,ADP-ribosylation factor
21,1953740,1969646,RC21G000560,WNT3A,Ligand for members of the frizzled family of seven transmembrane receptors
21,1992538,2019578,RC21G000570,WNT9A,Ligand for members of the frizzled family of seven transmembrane receptors
21,2135206,2142941,RC21G000580,SNAP47,Synaptosomal-associated protein 47
21,2144290,2146700,RC21G000590,JMJD4,Jumonji domain containing 4
21,2147807,2150094,RC21G000600,IBA57,IBA57
21,2154581,2155825,RC21G000610,GJC2,One gap junction consists of a cluster of closely packed pairs of transmembrane channels
21,2210123,2262575,RC21G000620,GREB1L,Growth regulation by estrogen in breast cancer-like
21,2267915,2281452,RC21G000630,ABHD3,Abhydrolase domain containing 3
21,2281515,2291966,RC21G000640,TROVE2,TROVE domain family member 2
21,2293976,2342554,RC21G000650,CDC73,Cell division cycle 73
21,2495239,2495771,RC21G000660,unknown,unknown
21,2515458,2517183,RC21G000670,KCNT2,Potassium channel
21,2517202,2543382,RC21G000680,KCNT2,Potassium channel
21,2555116,2598715,RC21G000690,GPR158,G protein-coupled receptor 158
21,2614631,2674998,RC21G000700,ARHGAP21,Rho GTPase activating protein 21b
21,2677996,2795576,RC21G000710,DPP6,Dipeptidyl-peptidase 6b
21,2832566,2870956,RC21G000720,unknown,unknown
21,3029168,3057225,RC21G000730,PRKAG2,Protein kinase
21,3077221,3123403,RC21G000740,BCL2,Apoptosis regulator Bcl-2
21,3130154,3137918,RC21G000750,KDSR,Belongs to the short-chain dehydrogenases reductases (SDR) family
21,3141686,3154574,RC21G000760,vps4b,Vacuolar protein
21,3192407,3205937,RC21G000770,TSC22D2,TSC22 domain family
21,3236628,3239081,RC21G000780,PFN2,Belongs to the profilin family
21,3243685,3244391,RC21G000790,unknown,unknown
21,3246700,3247287,RC21G000800,unknown,unknown
21,3249594,3256057,RC21G000810,AHSG,Belongs to the fetuin family
21,3275647,3291231,RC21G000820,DVL3,Segment polarity protein dishevelled homolog
21,3297700,3301623,RC21G000830,PCYT1A,Phosphate cytidylyltransferase 1
21,3304070,3313073,RC21G000840,AP2M1,Adaptor-related protein complex 2
21,3315515,3321777,RC21G000850,anxa13,Annexin A13
21,3324705,3328104,RC21G000860,unknown,Si ch211-252f13.5
21,3332376,3347424,RC21G000870,ABI1,Abl-interactor
21,3347586,3353736,RC21G000880,unknown,acyl-CoA-binding domain-containing protein 5
21,3355112,3356233,RC21G000890,TSEN15,tRNA-splicing endonuclease subunit
21,3357226,3357615,RC21G000900,unknown,unknown
21,3357707,3360014,RC21G000910,C1orf21,Chromosome 1 open reading frame 21
21,3370328,3385861,RC21G000920,SLC35A3,Nucleotide-sugar transporter
21,3389535,3391324,RC21G000930,FAM78B,Family with sequence similarity 78
21,3393808,3397676,RC21G000940,CMPK1,Catalyzes the phosphorylation of pyrimidine nucleoside monophosphates at the expense of ATP. Plays an important role in de novo pyrimidine nucleotide biosynthesis. Has preference for UMP and CMP as phosphate acceptors. Also displays broad nucleoside diphosphate kinase activity
21,3400727,3406784,RC21G000950,Kr,negative regulation of mast cell cytokine production
21,3416204,3420419,RC21G000960,unknown,Insulin / insulin-like growth factor / relaxin family.
21,3421638,3426217,RC21G000970,NLRP12,NACHT
21,3476987,3558810,RC21G000980,pde4b,Phosphodiesterase 4B
21,3560244,3582989,RC21G000990,JAK1,Janus kinase 1
21,3584541,3586099,RC21G001000,unknown,unknown
21,3594771,3599027,RC21G001010,ANGPTL3,Angiopoietin-like 3
21,3608055,3610837,RC21G001020,KANK4,KN motif
21,3612653,3619983,RC21G001030,KANK4,KN motif and ankyrin repeat
21,3629206,3720001,RC21G001040,LRP8,lipoprotein receptor-related protein
21,3722975,3730607,RC21G001050,DMRTB1,DM DNA binding domain
21,3731999,3738260,RC21G001060,EBNA1BP2,EBNA1 binding protein 2
21,3741753,3760178,RC21G001070,WDR65,WD repeat domain 65
21,3773528,3799394,RC21G001080,SLC1A7,Solute carrier family 1 (glutamate transporter)
21,3802442,3813118,RC21G001090,SCP2,Belongs to the thiolase family
21,3814412,3816640,RC21G001100,C1orf123,Chromosome 1 open reading frame 123
21,3817699,3821539,RC21G001110,UCK2,Belongs to the uridine kinase family
21,3822031,3828991,RC21G001120,ALDH9A1,Aldehyde dehydrogenase 9 family
21,3829683,3833302,RC21G001130,unknown,HORMA domain-containing protein 1-like
21,3834742,3838691,RC21G001140,PRDX1,Peroxiredoxin 1
21,3842604,3849945,RC21G001150,fzr1,Fizzy cell division cycle 20 related 1b
21,3851531,3863359,RC21G001160,IPO13,Importin 13
21,3863844,3872708,RC21G001170,unknown,unknown
21,3885554,3886782,RC21G001180,unknown,unknown
21,3887931,3890450,RC21G001190,unknown,Zona pellucida
21,3890940,3891422,RC21G001200,ARL14,ADP-ribosylation factor-like
21,3894811,3905636,RC21G001210,PPM1L,Protein phosphatase
21,3916245,3965373,RC21G001220,SMC6,Structural maintenance of chromosomes
21,3970605,3998341,RC21G001230,SMC6,Structural maintenance of chromosomes
21,4019373,4023765,RC21G001240,unknown,Beta-microseminoprotein (PSP-94)
21,4043074,4045163,RC21G001250,RGS1,Regulator of G-protein signaling
21,4065684,4074751,RC21G001260,RGS18,regulator of G-protein signaling
21,4190685,4211422,RC21G001270,brinp3,BMP retinoic
21,4252621,4253538,RC21G001280,unknown,regulator of G-protein signaling
21,4260777,4282731,RC21G001290,NOS1AP,positive regulation of peptidyl-cysteine S-nitrosylation
21,4289641,4302181,RC21G001300,DDR2,Discoidin domain receptor tyrosine kinase 2b
21,4303331,4330517,RC21G001310,XPR1,Xenotropic and polytropic retrovirus receptor 1
21,4333355,4340921,RC21G001320,DBT,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex
21,4344853,4368293,RC21G001330,CDC14A,CDC14 cell division cycle 14 homolog A
21,4369130,4386147,RC21G001340,VCAM1,Vascular cell adhesion
21,4388404,4398576,RC21G001350,EXTL2,Exostosin-like
21,4399383,4401764,RC21G001360,unknown,Zgc 110366
21,4405871,4420824,RC21G001370,RC3H1,Ring finger and CCCH-type domains 1
21,4425444,4444980,RC21G001380,KIAA1614,Domain present in PSD-95
21,4449489,4453576,RC21G001390,unknown,C2H2-type zinc finger
21,4460820,4462751,RC21G001400,CD97,Belongs to the G-protein coupled receptor 2 family
21,4528910,4530892,RC21G001410,unknown,Agouti protein
21,4565283,4568405,RC21G001420,SNX16,Sorting nexin-16
21,4572402,4586079,RC21G001430,RIPK2,kinase 2
21,4608701,4614359,RC21G001440,unknown,Si ch73-250a16.5
21,4616198,4617465,RC21G001450,unknown,unknown
21,4617973,4631581,RC21G001460,CCDC39,Coiled-coil domain containing 39
21,4633234,4637510,RC21G001470,DCUN1D1,DCN1
21,4640196,4645578,RC21G001480,EIF4A2,Eukaryotic translation initiation factor 4A
21,4661943,4664941,RC21G001490,unknown,Proline-rich transmembrane protein 1-like
21,4677818,4691982,RC21G001500,TBL1XR1,Transducin (beta)-like 1 X-linked receptor 1b
21,4743655,4772792,RC21G001510,unknown,receptor
21,4780835,4789135,RC21G001520,PCOLCE2,Procollagen C-endopeptidase enhancer
21,4791746,4805566,RC21G001530,pls1,Plastin 1 (I isoform)
21,4808490,4809884,RC21G001540,CHST2,Belongs to the sulfotransferase 1 family
21,4880562,4944804,RC21G001550,C3orf58,Chromosome 3 open reading frame 58
21,5074486,5075683,RC21G001560,SAMD3,Sterile alpha motif.
21,5096011,5099481,RC21G001570,PLSCR1,May mediate accelerated ATP-independent bidirectional transbilayer migration of phospholipids upon binding calcium ions that results in a loss of phospholipid asymmetry in the plasma membrane
21,5176745,5189869,RC21G001580,PLSCR1,phospholipid scramblase activity
21,5220105,5230318,RC21G001590,FUBP1,Far upstream element (FUSE) binding protein 1
21,5241144,5275057,RC21G001600,USP33,Ubiquitin specific peptidase 33
21,5276853,5285483,RC21G001610,unknown,unknown
21,5285509,5303273,RC21G001620,ZZZ3,Zinc finger
21,5306872,5422969,RC21G001630,AK5,Belongs to the adenylate kinase family
21,5424979,5460395,RC21G001640,PIGK,Phosphatidylinositol glycan
21,5465628,5507988,RC21G001650,ST6GALNAC5,alpha-2
21,5554745,5696150,RC21G001660,ST6GALNAC3,alpha-2
21,5733344,5737963,RC21G001670,COPE,The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles
21,5748241,5752052,RC21G001680,unknown,mitochondrial carrier
21,5753690,5756309,RC21G001690,DNAJB4,homolog subfamily B member
21,5757823,5771060,RC21G001700,GIPC2,GIPC PDZ domain containing family
21,5773231,5786890,RC21G001710,TXNDC12,Thioredoxin domain containing 12 (endoplasmic reticulum)
21,5813750,5818740,RC21G001720,schip1,Schwannomin-interacting protein 1-like
21,5819338,5823702,RC21G001730,unknown,unknown
21,5826351,5833028,RC21G001740,ERICH6,FAM194 protein
21,5835418,5842347,RC21G001750,SELENOT,Belongs to the SelWTH family. Selenoprotein T subfamily
21,5843213,5844702,RC21G001760,SERP1,May interact with target proteins during translocation into the lumen of the endoplasmic reticulum. May protect unfolded target proteins against degradation and facilitate correct glycosylation
21,5847761,5849041,RC21G001770,FUZ,Fuzzy planar cell polarity protein
21,5853703,5866743,RC21G001780,GPT,Glutamic pyruvate transaminase (alanine aminotransferase) 2
21,5885196,5886554,RC21G001790,C1QL3,Complement component 1
21,5887948,5890376,RC21G001800,PTER,Phosphotriesterase related
21,5920137,5939607,RC21G001810,MMP16,Matrix metallopeptidase 16b (membrane-inserted)
21,6022726,6044902,RC21G001820,NPC1,Niemann-Pick disease
21,6057455,6080602,RC21G001830,CABLES1,Cdk5 and Abl enzyme substrate 1
21,6131702,6135207,RC21G001840,GATA6,GATA-binding protein 6
21,6165613,6214951,RC21G001850,MIB1,Mindbomb E3 ubiquitin protein ligase 1
21,6220213,6227721,RC21G001860,YME1L1,YME1-like 1b
21,6229774,6233336,RC21G001870,PTCHD3,Patched domain containing 3
21,6264789,6269904,RC21G001880,RAB18,RAB18B
21,6275560,6284583,RC21G001890,MKX,Mohawk homeobox
21,6304290,6354217,RC21G001900,MPP7,MAGUK p55 subfamily member 7
21,6358183,6369519,RC21G001910,wac,WW domain containing adaptor with coiled-coil
21,6372223,6374084,RC21G001920,BAMBI,BMP and activin membrane-bound inhibitor
21,6466267,6554557,RC21G001930,GPROP12,Teleost multiple tissue opsin
21,6694616,6754623,RC21G001940,TNK2,Belongs to the protein kinase superfamily. Tyr protein kinase family
21,6813822,6868690,RC21G001950,TFRC,Transferrin receptor
21,6873409,6873723,RC21G001960,NCBP2-AS2,Si ch211-162e15.3
21,6878390,7017863,RC21G001970,D1,large homolog
21,7047001,7049493,RC21G001980,unknown,Prothymosin
21,7063114,7076899,RC21G001990,PHB2,Prohibitin
21,7081528,7130653,RC21G002000,PEX5L,Tetratricopeptide repeat
21,7136338,7147049,RC21G002010,GNB4,Guanine nucleotide binding protein (G protein)
21,7151212,7178152,RC21G002020,unknown,Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin Fzo YdjA family
21,7180318,7185985,RC21G002030,FAM132B,Family with sequence similarity 132
